Date,Open,High,Low,Close,Volume
26-Sep-14,137.00,138.97,137.00,138.68,2872083
25-Sep-14,139.89,139.95,136.89,137.09,4585081
24-Sep-14,138.78,140.07,138.68,139.95,2801558
23-Sep-14,139.18,139.71,138.75,138.78,2769229
22-Sep-14,140.56,140.73,139.19,139.26,3422580
19-Sep-14,142.15,142.45,140.30,140.56,9414430
18-Sep-14,140.25,141.57,139.75,141.28,3870262
17-Sep-14,139.14,140.18,138.71,139.61,3833334
16-Sep-14,138.00,138.99,137.61,138.69,2672820
15-Sep-14,137.73,138.13,137.01,138.04,2859710
12-Sep-14,137.92,138.18,136.76,137.09,3291339
11-Sep-14,137.17,137.97,137.00,137.92,2016908
10-Sep-14,137.27,137.95,137.16,137.72,2037929
9-Sep-14,138.34,138.42,136.68,136.89,2959667
8-Sep-14,138.17,138.90,138.05,138.28,2536264
5-Sep-14,137.71,138.35,137.34,138.07,3475893
4-Sep-14,137.97,138.55,137.42,137.95,2563388
3-Sep-14,138.50,138.50,137.34,137.73,2789650
2-Sep-14,138.03,138.27,137.06,137.96,3319495
29-Aug-14,136.18,137.25,136.01,137.25,2898056
28-Aug-14,136.28,136.51,135.88,136.11,2114181
27-Aug-14,136.61,136.69,136.01,136.52,1893446
26-Aug-14,136.69,136.75,136.12,136.25,2145920
25-Aug-14,136.43,136.75,136.07,136.23,2305939
22-Aug-14,136.41,136.60,135.56,135.75,2417240
21-Aug-14,135.24,136.82,135.04,136.81,3329597
20-Aug-14,135.00,135.10,134.45,134.91,2331459
19-Aug-14,135.85,135.85,134.52,134.90,2284256
18-Aug-14,135.47,135.47,134.68,135.03,2960616
15-Aug-14,135.79,135.80,133.13,134.34,3942087
14-Aug-14,133.23,135.38,133.14,135.30,4483357
13-Aug-14,133.34,133.43,132.46,133.08,2851340
12-Aug-14,132.24,133.19,131.66,133.06,2743815
11-Aug-14,131.41,132.80,130.94,131.95,2782801
8-Aug-14,128.80,130.95,128.62,130.90,3762113
7-Aug-14,129.69,129.88,128.52,128.95,3443458
6-Aug-14,127.97,129.57,127.51,129.11,2719339
5-Aug-14,129.70,129.75,127.36,127.99,3370579
4-Aug-14,128.06,130.03,127.08,129.72,4877059
1-Aug-14,125.00,126.95,122.72,125.83,3949404
31-Jul-14,127.24,127.76,125.37,125.43,3632120
30-Jul-14,127.51,128.42,126.83,127.74,2066491
29-Jul-14,128.26,128.66,127.36,127.36,2346656
28-Jul-14,127.55,128.45,126.63,128.37,1967051
25-Jul-14,128.02,128.17,127.40,127.55,1807751
24-Jul-14,128.39,128.68,128.06,128.35,2241288
23-Jul-14,128.24,128.58,128.05,128.13,1527742
22-Jul-14,129.00,129.00,128.23,128.42,1786191
21-Jul-14,127.92,128.75,127.62,128.58,1787225
18-Jul-14,126.91,128.45,126.88,128.28,3563620
