Date,Open,High,Low,Close,Volume
28-Apr-17,277.09,277.28,271.06,271.21,1803391
27-Apr-17,279.57,281.22,275.60,276.57,2268464
26-Apr-17,285.28,286.62,279.57,279.98,2146665
25-Apr-17,290.00,291.90,285.90,286.89,3126279
24-Apr-17,274.93,278.69,274.61,276.86,2007261
21-Apr-17,272.72,274.90,271.62,272.94,1127569
20-Apr-17,272.20,273.63,270.78,272.46,981158
19-Apr-17,272.72,274.00,271.08,271.94,1190333
18-Apr-17,273.93,275.18,269.72,271.16,1379501
17-Apr-17,271.50,274.64,271.00,274.05,1025839
13-Apr-17,269.09,273.14,267.50,271.88,1173771
12-Apr-17,270.37,270.64,267.77,268.92,1058104
11-Apr-17,269.08,270.00,267.10,268.65,1247187
10-Apr-17,268.68,270.40,268.14,269.30,860975
7-Apr-17,270.60,270.84,267.32,268.73,1677602
6-Apr-17,270.14,272.60,269.34,270.94,1623152
5-Apr-17,274.48,274.66,270.07,270.44,1340182
4-Apr-17,273.00,274.73,272.57,274.24,1086219
3-Apr-17,274.08,274.79,271.29,272.69,1589017
31-Mar-17,269.30,275.00,268.02,273.42,2747445
30-Mar-17,268.69,270.07,267.74,269.06,1448834
29-Mar-17,273.91,273.91,268.20,268.53,2632221
28-Mar-17,275.59,276.71,272.50,274.11,1149367
27-Mar-17,272.55,276.71,272.34,275.23,1133652
24-Mar-17,277.08,278.10,272.87,274.82,1368217
23-Mar-17,277.03,279.39,274.69,275.41,1605032
22-Mar-17,276.43,278.54,274.93,277.87,1333588
21-Mar-17,276.40,284.71,274.54,275.79,3841567
20-Mar-17,276.86,278.61,272.97,274.80,1666855
17-Mar-17,276.07,280.61,274.61,276.09,3140208
16-Mar-17,285.01,285.43,275.70,278.96,3870926
15-Mar-17,293.14,294.56,289.39,292.64,1376048
14-Mar-17,292.27,293.39,290.18,292.47,797920
13-Mar-17,291.55,293.85,290.15,292.95,1291753
10-Mar-17,293.31,293.90,289.45,292.24,1303701
9-Mar-17,291.27,294.92,290.44,293.06,1281210
8-Mar-17,290.18,294.82,288.72,294.09,1253038
7-Mar-17,293.89,293.89,290.67,291.10,1298355
6-Mar-17,297.09,297.90,294.40,295.66,1395575
3-Mar-17,293.12,298.00,293.12,297.85,1170895
2-Mar-17,293.64,296.93,291.00,293.59,1282367
1-Mar-17,290.07,294.17,289.14,293.26,1319662
28-Feb-17,290.13,291.42,287.19,288.60,1251341
27-Feb-17,285.39,291.25,284.27,291.13,1295089
24-Feb-17,285.01,285.81,266.00,285.13,1768544
23-Feb-17,287.75,288.11,283.36,284.75,1418866
22-Feb-17,287.75,289.43,285.22,287.63,1045957
21-Feb-17,289.16,289.91,286.22,286.90,1471212
17-Feb-17,290.00,291.90,287.76,288.94,2022911
16-Feb-17,292.50,293.98,287.76,290.13,1834892
15-Feb-17,284.57,292.89,284.24,292.64,2601209
14-Feb-17,279.86,286.06,279.01,285.14,2404545
13-Feb-17,276.28,279.76,275.16,278.91,1795505
10-Feb-17,270.68,276.41,269.98,274.76,1648854
9-Feb-17,268.24,271.16,267.74,270.44,1399655
8-Feb-17,265.43,269.01,265.43,268.74,1922644
7-Feb-17,269.47,269.67,264.56,266.11,1546866
6-Feb-17,264.46,265.73,263.18,264.91,1619058
3-Feb-17,264.98,266.00,261.76,264.67,1537510
2-Feb-17,263.76,264.52,260.50,264.23,2733879
1-Feb-17,278.98,282.07,277.51,281.69,1699544
31-Jan-17,275.01,278.00,271.90,277.24,1856355
30-Jan-17,278.27,278.90,274.22,276.06,1300320
27-Jan-17,280.46,281.98,277.29,278.21,1353362
26-Jan-17,278.00,285.78,277.00,278.89,2419015
25-Jan-17,274.54,277.78,271.43,273.24,2788425
24-Jan-17,275.74,278.40,271.47,273.82,1975246
23-Jan-17,280.35,282.72,275.49,276.02,1858013
20-Jan-17,282.07,282.56,279.41,280.66,1979109
19-Jan-17,282.74,284.84,279.23,280.35,1421500
18-Jan-17,284.79,286.16,282.87,283.61,1079736
17-Jan-17,284.28,286.35,281.08,283.01,1971069
13-Jan-17,288.07,289.86,284.25,284.75,1711466
12-Jan-17,286.61,288.99,285.04,287.77,1354719
11-Jan-17,296.95,297.90,285.00,287.11,2450513
10-Jan-17,300.42,301.42,296.43,297.79,1408419
9-Jan-17,295.39,300.00,294.41,299.02,1430479
6-Jan-17,294.59,296.41,292.39,295.00,1082512
5-Jan-17,294.81,296.32,292.22,293.57,1318575
4-Jan-17,291.59,296.83,290.04,294.05,1273467
3-Jan-17,285.82,293.20,284.86,291.71,1763443
30-Dec-16,287.79,288.56,282.64,283.58,1327153
29-Dec-16,288.96,290.41,285.23,287.03,1120879
28-Dec-16,291.99,292.11,288.50,289.25,1036170
27-Dec-16,295.17,296.38,290.75,291.12,1453100
23-Dec-16,283.05,288.38,281.81,287.53,1118144
22-Dec-16,281.83,283.17,280.02,283.07,1061841
21-Dec-16,285.06,285.65,281.00,283.11,1377843
20-Dec-16,280.98,286.67,279.13,285.59,2219556
19-Dec-16,286.59,290.51,272.96,278.77,2553470
16-Dec-16,287.62,289.09,286.00,286.40,2273191
15-Dec-16,287.16,288.53,285.02,286.97,1706514
14-Dec-16,288.21,289.96,285.24,286.25,1299333
13-Dec-16,286.75,289.50,284.81,287.38,1596156
12-Dec-16,289.20,290.95,284.07,286.49,1776185
9-Dec-16,305.24,306.98,281.79,287.77,6257682
8-Dec-16,285.80,292.97,278.58,289.54,4771276
7-Dec-16,285.50,288.97,280.50,285.30,1967395
6-Dec-16,291.75,294.45,290.00,291.16,1572611
5-Dec-16,298.94,299.89,289.48,290.22,1870741
2-Dec-16,296.53,299.95,293.04,297.19,1429360
1-Dec-16,296.32,296.65,293.11,295.78,1684754
30-Nov-16,303.34,304.30,293.95,294.07,2164882
29-Nov-16,304.73,307.42,302.53,302.77,1389545
28-Nov-16,304.36,305.84,301.30,303.78,1247877
25-Nov-16,306.46,307.15,302.39,305.20,741587
