Date,Open,High,Low,Close,Volume
28-Apr-17,170.96,170.96,169.23,169.89,705825
27-Apr-17,171.43,172.27,170.40,170.73,529842
26-Apr-17,172.00,174.68,170.72,170.94,1021211
25-Apr-17,167.00,172.35,160.52,171.46,1428132
24-Apr-17,160.27,160.83,159.60,160.27,835734
21-Apr-17,159.00,159.66,157.84,158.52,289499
20-Apr-17,159.10,159.83,157.83,158.99,615788
19-Apr-17,158.16,161.98,157.06,159.21,721315
18-Apr-17,156.66,157.73,155.16,157.26,372823
17-Apr-17,156.25,158.11,155.38,157.34,411768
13-Apr-17,154.36,156.36,154.36,155.69,317567
12-Apr-17,156.28,156.54,154.86,155.11,370188
11-Apr-17,156.16,156.41,154.38,155.88,267861
10-Apr-17,156.42,157.61,156.19,156.39,304037
7-Apr-17,155.69,157.36,155.24,156.81,396598
6-Apr-17,155.37,156.41,154.59,155.94,251079
5-Apr-17,155.14,157.47,154.68,155.37,684659
4-Apr-17,156.68,157.06,154.15,154.83,439330
3-Apr-17,156.39,157.62,155.95,156.70,567706
31-Mar-17,155.96,157.00,154.94,156.31,248704
30-Mar-17,155.36,156.63,153.92,156.28,236052
29-Mar-17,155.44,155.99,154.30,155.61,169453
28-Mar-17,155.44,156.75,154.75,155.52,253219
27-Mar-17,154.00,156.45,153.04,155.91,373483
24-Mar-17,155.66,156.68,154.29,154.76,409330
23-Mar-17,155.79,156.59,155.09,155.63,264078
22-Mar-17,156.12,156.36,154.66,155.92,413114
21-Mar-17,156.66,157.30,154.12,155.49,327576
20-Mar-17,156.50,157.05,155.84,155.86,238513
17-Mar-17,156.78,157.53,155.64,156.59,605064
16-Mar-17,156.50,156.93,154.20,156.45,700203
15-Mar-17,157.00,158.81,156.45,158.31,395358
14-Mar-17,157.02,157.37,155.75,156.40,260967
13-Mar-17,156.40,157.35,155.67,157.16,322834
10-Mar-17,155.56,157.44,154.96,156.94,754343
9-Mar-17,153.12,155.93,152.36,154.61,520089
8-Mar-17,153.34,153.97,152.48,153.05,445805
7-Mar-17,152.89,153.93,152.39,153.36,296756
6-Mar-17,154.29,154.85,152.05,153.42,642623
3-Mar-17,154.00,154.99,153.20,154.90,603261
2-Mar-17,155.73,155.89,153.75,154.19,598121
